ISS_NUMOUT	INSTRUMENTID_FE	ISS_PRICE	UNDERLYINGID	MKT_TRDCLAUSE	MKT_SETTL_CONV	F_TAX_CREDIT	MKT_SETTL_TYPE	ORIGINAL_CURRENCY	RIC3	RIC1	RIC2	RIC0	ISSUERID	MKT_SETTL_PAYSHIFT	FIID	MKT_SETTLRULE	GUARANTOR	LOTSIZE1	LOTSIZE0	MARKET	CURRENCY	F_GUARANTED	SSL_SNAPSHOT_DATE	ISIN	DESCRIPTION	QUOTATION	ISS_NUM	F_QPERCENTAGE	UNDERLYINGID_FE	LEADMANAGER	ISS_DATE	SENIORITY	F_QDIRTY	SSL_FEID	SECURITY_DEATH	F_DIVIDEND_GEN_MODE	REF_DATE	CLEARING_CENTER_NAME
	STIFEL FINANCIAL		L_S_25119bdc-514c-11e9-b8d0-ec23cf8de3db_STIFEL FINANCIAL_TBRX				Cash								L_S_25119bdc-514c-11e9-b8d0-ec23cf8de3db_STIFEL FINANCIAL_TBRX				1.0000000000	 	USD		30200831.0000000000	US8606301021	STIFEL FINANCIAL		0		STIFEL FINANCIAL				0	TBRX			20200831	
	GRUBHUB INC		L_S_5aa06ef4-1f2e-11e9-a2d0-b3645e528b7a_GRUBHUB INC_TBRX				Cash						0C6793_TBRX		L_S_5aa06ef4-1f2e-11e9-a2d0-b3645e528b7a_GRUBHUB INC_TBRX				1.0000000000	 	USD		30200831.0000000000	US4001101025	GRUBHUB ORD		0		GRUBHUB INC		20180124		0	TBRX			20200831	
	Insulet Corp		L_S_c493cc64-70c5-11e9-af90-75f0e38bb8a4_Insulet Corp_TBRX				Cash								L_S_c493cc64-70c5-11e9-af90-75f0e38bb8a4_Insulet Corp_TBRX				1.0000000000	 	USD		30200831.0000000000	US45784P1012			0		Insulet Corp				0	TBRX			20200831	
	NATL FUEL GAS CO		L_S_250d1eb8-514c-11e9-b8d0-ec23cf8de3db_NATL FUEL GAS CO_TBRX				Cash								L_S_250d1eb8-514c-11e9-b8d0-ec23cf8de3db_NATL FUEL GAS CO_TBRX				1.0000000000	 	USD		30200831.0000000000	US6361801011	NATL FUEL GAS CO		0		NATL FUEL GAS CO				0	TBRX			20200831	
	UNITED CNTNTL HD		L_S_5a90067c-1f2e-11e9-a2d0-b3645e528b7a_UNITED CNTNTL HD_TBRX				Cash						0C9261_TBRX		L_S_5a90067c-1f2e-11e9-a2d0-b3645e528b7a_UNITED CNTNTL HD_TBRX				1.0000000000	 	USD		30200831.0000000000	US9100471096	UNITED CONTINEN		0		UNITED CNTNTL HD		20180118		0	TBRX			20200831	
	COMMSCOPE HOLDING COMPANY INC		L_S_c46170ec-56b8-11e9-b970-658c421d7d67_COMMSCOPE HOLDING COMPANY INC_TBRX				Cash								L_S_c46170ec-56b8-11e9-b970-658c421d7d67_COMMSCOPE HOLDING COMPANY INC_TBRX				1.0000000000	 	USD		30200831.0000000000	US20337X1090			0		COMMSCOPE HOLDING COMPANY INC				0	TBRX			20200831	
	ERJ		L_S_251801a2-514c-11e9-b8d0-ec23cf8de3db_ERJ_TBRX				Cash								L_S_251801a2-514c-11e9-b8d0-ec23cf8de3db_ERJ_TBRX				1.0000000000	 	USD		30200831.0000000000	US29082A1079	EMBRAER SA		0		ERJ				0	TBRX			20200831	
	GGTV		L_S_efa119e4-1f2a-11e9-a2d0-b3645e528b7a_GGTV_TBRX				Cash						GIGLIO GROUP_TBRX		L_S_efa119e4-1f2a-11e9-a2d0-b3645e528b7a_GGTV_TBRX				1.0000000000	 	EUR		30200831.0000000000	IT0005122400	GIGLIO GROUP		0		GGTV		20150807		0	TBRX			20200831	
	AAT		L_S_fe639116-9921-11ea-299e-0b810d5f7a82_AAT_TBRX				Cash								L_S_fe639116-9921-11ea-299e-0b810d5f7a82_AAT_TBRX				1.0000000000	 	USD		30200831.0000000000	US0240131047			0		AAT				0	TBRX			20200831	
	CNO FNANCIAL GRP		L_S_2502d106-514c-11e9-b8d0-ec23cf8de3db_CNO FNANCIAL GRP_TBRX				Cash								L_S_2502d106-514c-11e9-b8d0-ec23cf8de3db_CNO FNANCIAL GRP_TBRX				1.0000000000	 	USD		30200831.0000000000	US12621E1038	CNO FNANCIAL GRP		0		CNO FNANCIAL GRP				0	TBRX			20200831	
	Calamp		L_S_16d0e7c2-82c4-11e9-aad0-e2c4ac6a5b25_Calamp_TBRX				Cash								L_S_16d0e7c2-82c4-11e9-aad0-e2c4ac6a5b25_Calamp_TBRX				1.0000000000	 	USD		30200831.0000000000	US1281261099			0		Calamp				0	TBRX			20200831	
	BOEING USD		L_S_5b03de30-1f2e-11e9-a2d0-b3645e528b7a_BOEING USD_TBRX				Cash						BOCG_TBRX		L_S_5b03de30-1f2e-11e9-a2d0-b3645e528b7a_BOEING USD_TBRX				1.0000000000	 	USD		30200831.0000000000	US0970231058	BOEING		0		BOEING USD		20040927		0	TBRX			20200831	
	TD AMERITRADE HOLDING CORP		L_S_5aefcb5c-1f2e-11e9-a2d0-b3645e528b7a_TD AMERITRADE HOLDING CORP_TBRX				Cash						0B7692_TBRX		L_S_5aefcb5c-1f2e-11e9-a2d0-b3645e528b7a_TD AMERITRADE HOLDING CORP_TBRX				1.0000000000	 	USD		30200831.0000000000	US87236Y1082	TD AMERITRADE H		0		TD AMERITRADE HOLDING CORP		20180125		0	TBRX			20200831	
	ZOOM VIDEO COMM		L_S_14577a8e-6bd0-11e9-bc20-3be1f50484af_ZOOM VIDEO COMM_TBRX				Cash						0H7006_TBRX		L_S_14577a8e-6bd0-11e9-bc20-3be1f50484af_ZOOM VIDEO COMM_TBRX				1.0000000000	 	USD		30200831.0000000000	US98980L1017	ZOOM VIDEO COMM		0		ZOOM VIDEO COMM		20190501		0	TBRX			20200831	
	BJAS WHLSL CLB		L_S_2515b4d8-514c-11e9-b8d0-ec23cf8de3db_BJAS WHLSL CLB_TBRX				Cash								L_S_2515b4d8-514c-11e9-b8d0-ec23cf8de3db_BJAS WHLSL CLB_TBRX				1.0000000000	 	USD		30200831.0000000000	US05550J1016	BJS WHLS CLB ORD		0		BJAS WHLSL CLB				0	TBRX			20200831	
	OWENS CORNING		L_S_55a5ab66-6809-11e9-b5c0-567da512d6fc_OWENS CORNING_TBRX				Cash								L_S_55a5ab66-6809-11e9-b5c0-567da512d6fc_OWENS CORNING_TBRX				1.0000000000	 	USD		30200831.0000000000	US6907421019			0		OWENS CORNING				0	TBRX			20200831	
	STXE 600 HECR PR		L_S_7d17ee58-5151-11e9-b8d0-ec23cf8de3db_STXE 600 HECR PR_TBRX				Cash								L_S_7d17ee58-5151-11e9-b8d0-ec23cf8de3db_STXE 600 HECR PR_TBRX				50.0000000000	 	EUR		30200831.0000000000	EU0009658723	STXE 600 HECR PR		0		STXE 600 HECR PR				0	TBRX			20200831	
	AUTODESK INC		L_S_5a7c3c50-1f2e-11e9-a2d0-b3645e528b7a_AUTODESK INC_TBRX				Cash						0B9485_TBRX		L_S_5a7c3c50-1f2e-11e9-a2d0-b3645e528b7a_AUTODESK INC_TBRX				1.0000000000	 	USD		30200831.0000000000	US0527691069	AUTODESK ORD		0		AUTODESK INC		20180115		0	TBRX			20200831	
	AUB		L_S_18afc31b-d2eb-11e9-206f-4d4d00eb26a5_AUB_TBRX				Cash								L_S_18afc31b-d2eb-11e9-206f-4d4d00eb26a5_AUB_TBRX				1.0000000000	 	USD		30200831.0000000000	US04911A1079			0		AUB				0	TBRX			20200831	
	Antero Resources Corp		L_S_2516ef88-514c-11e9-b8d0-ec23cf8de3db_Antero Resources Corp_TBRX				Cash								L_S_2516ef88-514c-11e9-b8d0-ec23cf8de3db_Antero Resources Corp_TBRX				1.0000000000	 	USD		30200831.0000000000	US03674X1063			0		Antero Resources Corp				0	TBRX			20200831	
	LEIDOS HLDGS INC		L_S_250ae634-514c-11e9-b8d0-ec23cf8de3db_LEIDOS HLDGS INC_TBRX				Cash								L_S_250ae634-514c-11e9-b8d0-ec23cf8de3db_LEIDOS HLDGS INC_TBRX				1.0000000000	 	USD		30200831.0000000000	US5253271028	LEIDOS HLDGS INC		0		LEIDOS HLDGS INC				0	TBRX			20200831	
	SICIT GROUP		L_S_ef9f6702-1f2a-11e9-a2d0-b3645e528b7a_SICIT GROUP_TBRX				Cash						SICITGROUP_TBRX		L_S_ef9f6702-1f2a-11e9-a2d0-b3645e528b7a_SICIT GROUP_TBRX				1.0000000000	 	EUR		30200831.0000000000	IT0005372344	SICIT GROUP		0		SICIT GROUP		20170721		0	TBRX			20200831	
	ADVERUM BIOTECH		L_S_5a744aae-1f2e-11e9-a2d0-b3645e528b7a_ADVERUM BIOTECH_TBRX				Cash						0C5947_TBRX		L_S_5a744aae-1f2e-11e9-a2d0-b3645e528b7a_ADVERUM BIOTECH_TBRX				1.0000000000	 	USD		30200831.0000000000	US00773U1088	ADVERUM BIOTECH		0		ADVERUM BIOTECH		20180118		0	TBRX			20200831	
	EVRG		L_S_4cc9a4e7-eb5d-11e9-86c3-e4cad0554687_EVRG_TBRX				Cash								L_S_4cc9a4e7-eb5d-11e9-86c3-e4cad0554687_EVRG_TBRX				1.0000000000	 	USD		30200831.0000000000	US30034W1062			0		EVRG				0	TBRX			20200831	
	INTUITIVE SURG		L_S_5ae58ab6-1f2e-11e9-a2d0-b3645e528b7a_INTUITIVE SURG_TBRX				Cash						0A8011_TBRX		L_S_5ae58ab6-1f2e-11e9-a2d0-b3645e528b7a_INTUITIVE SURG_TBRX				1.0000000000	 	USD		30200831.0000000000	US46120E6023	INTUITIVE SURGI		0		INTUITIVE SURG		20180115		0	TBRX			20200831	
	BPE		L_S_efa3b1d6-1f2a-11e9-a2d0-b3645e528b7a_BPE_TBRX				Cash						BPER BANCA_TBRX		L_S_efa3b1d6-1f2a-11e9-a2d0-b3645e528b7a_BPE_TBRX				1.0000000000	 	EUR		30200831.0000000000	IT0000066123	BPER BANCA		0		BPE		20081110		0	TBRX			20200831	
	VNCK VCTR GLD MN		L_S_5a46d010-1f2e-11e9-a2d0-b3645e528b7a_VNCK VCTR GLD MN_TBRX				Cash						0B8739_TBRX		L_S_5a46d010-1f2e-11e9-a2d0-b3645e528b7a_VNCK VCTR GLD MN_TBRX				1.0000000000	 	USD		30200831.0000000000	US92189F1066	VANECK VECTORS		0		VNCK VCTR GLD MN		20180124		0	TBRX			20200831	
	RYMAN HSPTY PROP		L_S_251050e2-514c-11e9-b8d0-ec23cf8de3db_RYMAN HSPTY PROP_TBRX				Cash								L_S_251050e2-514c-11e9-b8d0-ec23cf8de3db_RYMAN HSPTY PROP_TBRX				1.0000000000	 	USD		30200831.0000000000	US78377T1079	RYMAN HSPTY PROP		0		RYMAN HSPTY PROP				0	TBRX			20200831	
	CYBERARK SOFTWR		L_S_2524cdb0-514c-11e9-b8d0-ec23cf8de3db_CYBERARK SOFTWR_TBRX				Cash								L_S_2524cdb0-514c-11e9-b8d0-ec23cf8de3db_CYBERARK SOFTWR_TBRX				1.0000000000	 	USD		30200831.0000000000	000000000000	CYBERARK SOFTWR		0		CYBERARK SOFTWR				0	TBRX			20200831	
	DARDEN REST		L_S_5aa6e68a-1f2e-11e9-a2d0-b3645e528b7a_DARDEN REST_TBRX				Cash						0B6334_TBRX		L_S_5aa6e68a-1f2e-11e9-a2d0-b3645e528b7a_DARDEN REST_TBRX				1.0000000000	 	USD		30200831.0000000000	US2371941053	DARDEN RESTAURA		0		DARDEN REST		20180115		0	TBRX			20200831	
	YUM! BRANDS INC		L_S_5a7a7e38-1f2e-11e9-a2d0-b3645e528b7a_YUM! BRANDS INC_TBRX				Cash						0A7985_TBRX		L_S_5a7a7e38-1f2e-11e9-a2d0-b3645e528b7a_YUM! BRANDS INC_TBRX				1.0000000000	 	USD		30200831.0000000000	US9884981013	YUM BRANDS ORD		0		YUM! BRANDS INC		20180118		0	TBRX			20200831	
	OCCIDENTAL PETE		L_S_5a8332c6-1f2e-11e9-a2d0-b3645e528b7a_OCCIDENTAL PETE_TBRX				Cash						0C0410_TBRX		L_S_5a8332c6-1f2e-11e9-a2d0-b3645e528b7a_OCCIDENTAL PETE_TBRX				1.0000000000	 	USD		30200831.0000000000	US6745991058	OCCIDENTAL PETR		0		OCCIDENTAL PETE		20180118		0	TBRX			20200831	
	UTDI		L_S_e33a9c1a-1f2b-11e9-a2d0-b3645e528b7a_UTDI_TBRX				Cash						United Internet AG_TBRX		L_S_e33a9c1a-1f2b-11e9-a2d0-b3645e528b7a_UTDI_TBRX				1.0000000000	 	EUR		30200831.0000000000	DE0005089031	UNITED INTERNET		0		UTDI		20170718		0	TBRX			20200831	
	Kontoor Brands Inc		L_S_b0d725b4-525c-11ea-c695-31ccf047d4a9_Kontoor Brands Inc_TBRX				Cash								L_S_b0d725b4-525c-11ea-c695-31ccf047d4a9_Kontoor Brands Inc_TBRX				1.0000000000	 	USD		30200831.0000000000	US50050N1037			0		Kontoor Brands Inc				0	TBRX			20200831	
	Eventbrite		L_S_2e621be6-5c72-11ea-5895-a4c5179d30b5_Eventbrite_TBRX				Cash								L_S_2e621be6-5c72-11ea-5895-a4c5179d30b5_Eventbrite_TBRX				1.0000000000	 	USD		30200831.0000000000	US29975E1091			0		Eventbrite				0	TBRX			20200831	
	ESTX TELC PR		L_S_7d182300-5151-11e9-b8d0-ec23cf8de3db_ESTX TELC PR_TBRX				Cash								L_S_7d182300-5151-11e9-b8d0-ec23cf8de3db_ESTX TELC PR_TBRX				50.0000000000	 	EUR		30200831.0000000000	EU0009658566	ESTX TELC PR		0		ESTX TELC PR				0	TBRX			20200831	
	WHITEHORSE FNANC		L_S_2526280e-514c-11e9-b8d0-ec23cf8de3db_WHITEHORSE FNANC_TBRX				Cash								L_S_2526280e-514c-11e9-b8d0-ec23cf8de3db_WHITEHORSE FNANC_TBRX				1.0000000000	 	USD		30200831.0000000000	US96524V1061	WHITEHORSE FNANC		0		WHITEHORSE FNANC				0	TBRX			20200831	
	Yeti Holdings		L_S_cf7f977c-1766-11ea-cffa-0caee66f13b9_Yeti Holdings_TBRX				Cash								L_S_cf7f977c-1766-11ea-cffa-0caee66f13b9_Yeti Holdings_TBRX				1.0000000000	 	USD		30200831.0000000000	US98585X1046			0		Yeti Holdings				0	TBRX			20200831	
	PCTY		L_S_11b3d4ab-7ffe-11ea-4318-e30c0c13f5a4_PCTY_TBRX				Cash								L_S_11b3d4ab-7ffe-11ea-4318-e30c0c13f5a4_PCTY_TBRX				1.0000000000	 	USD		30200831.0000000000	US70438V1061			0		PCTY				0	TBRX			20200831	
	RANDSTAD NV		L_S_6e48a186-1f2b-11e9-a2d0-b3645e528b7a_RANDSTAD NV_TBRX				Cash						0D8463_TBRX		L_S_6e48a186-1f2b-11e9-a2d0-b3645e528b7a_RANDSTAD NV_TBRX				1.0000000000	 	EUR		30200831.0000000000	NL0000379121	RANDSTAD NV		0		RANDSTAD NV		20101111		0	TBRX			20200831	
	VINCI		L_S_efa1d5aa-1f2a-11e9-a2d0-b3645e528b7a_VINCI_TBRX				Cash						VINCI_TBRX		L_S_efa1d5aa-1f2a-11e9-a2d0-b3645e528b7a_VINCI_TBRX				1.0000000000	 	EUR		30200831.0000000000	FR0000125486	VINCI		0		VINCI		20060523		0	TBRX			20200831	
	ARROWHEAD PHARM		L_S_5aa41d88-1f2e-11e9-a2d0-b3645e528b7a_ARROWHEAD PHARM_TBRX				Cash						0C0839_TBRX		L_S_5aa41d88-1f2e-11e9-a2d0-b3645e528b7a_ARROWHEAD PHARM_TBRX				1.0000000000	 	USD		30200831.0000000000	US04280A1007	ARROWHEAD PHARM		0		ARROWHEAD PHARM		20180124		0	TBRX			20200831	
	BANK OF AMERICA EUR		L_S_250141f6-514c-11e9-b8d0-ec23cf8de3db_BANK OF AMERICA USD_TBRX				Cash						Bank of America Corp._TBRX		L_S_e3598c10-1f2b-11e9-a2d0-b3645e528b7a_BANK OF AMERICA EUR_TBRX				1.0000000000	 	EUR		30200831.0000000000	US0605051046	BANK OF AMERICA		0		BANK OF AMERICA USD		20090629		0	TBRX			20200831	
	ASGN INCORPORATD		L_S_250e09f4-514c-11e9-b8d0-ec23cf8de3db_ASGN INCORPORATD_TBRX				Cash								L_S_250e09f4-514c-11e9-b8d0-ec23cf8de3db_ASGN INCORPORATD_TBRX				1.0000000000	 	USD		30200831.0000000000	US00191U1025			0		ASGN INCORPORATD				0	TBRX			20200831	
	UNIBAIL-RODAMCO Delisted		L_S_e6ace0aa-20c1-11e9-ae50-47deb3124dc8_UNIBAIL-RODAMCO Delisted_TBRX				Cash								L_S_e6ace0aa-20c1-11e9-ae50-47deb3124dc8_UNIBAIL-RODAMCO Delisted_TBRX				1.0000000000	 	EUR		30200831.0000000000	FR0000124711	UNIBAIL-RODAMCO Delisted		0		UNIBAIL-RODAMCO Delisted				0	TBRX			20200831	
	SAP		L_S_ef9db89e-1f2a-11e9-a2d0-b3645e528b7a_SAP_TBRX				Cash						SAP_TBRX		L_S_ef9db89e-1f2a-11e9-a2d0-b3645e528b7a_SAP_TBRX				1.0000000000	 	EUR		30200831.0000000000	DE0007164600	SAP		0		SAP		20090629		0	TBRX			20200831	
	BAIDU INC ADS		L_S_5af35b96-1f2e-11e9-a2d0-b3645e528b7a_BAIDU INC ADS_TBRX				Cash						0B8207_TBRX		L_S_5af35b96-1f2e-11e9-a2d0-b3645e528b7a_BAIDU INC ADS_TBRX				1.0000000000	 	USD		30200831.0000000000	US0567521085	BAIDU INC ADS		0		BAIDU INC ADS		20180115		0	TBRX			20200831	
	Moderna		L_S_93ab1209-c77e-11ea-76d4-91df7d65119c_Moderna_TBRX				Cash								L_S_93ab1209-c77e-11ea-76d4-91df7d65119c_Moderna_TBRX				1.0000000000	 	USD		30200831.0000000000	US60770K1079			0		Moderna				0	TBRX			20200831	
	FBK		L_S_efa0923a-1f2a-11e9-a2d0-b3645e528b7a_FBK_TBRX				Cash						FINECOBANK_TBRX		L_S_efa0923a-1f2a-11e9-a2d0-b3645e528b7a_FBK_TBRX				1.0000000000	 	EUR		30200831.0000000000	IT0000072170	FINECOBANK		0		FBK		20140702		0	TBRX			20200831	
	GRANDVISION		L_S_6e4af0bc-1f2b-11e9-a2d0-b3645e528b7a_GRANDVISION_TBRX				Cash						0A8202_TBRX		L_S_6e4af0bc-1f2b-11e9-a2d0-b3645e528b7a_GRANDVISION_TBRX				1.0000000000	 	EUR		30200831.0000000000	NL0010937066	GRANDVISION		0		GRANDVISION		20150408		0	TBRX			20200831	
	Materialise Nv Spon		L_S_131bdaf1-33ae-11ea-3e50-4399b127fdaa_Materialise Nv Spon_TBRX				Cash								L_S_131bdaf1-33ae-11ea-3e50-4399b127fdaa_Materialise Nv Spon_TBRX				1.0000000000	 	USD		30200831.0000000000	US57667T1007			0		Materialise Nv Spon				0	TBRX			20200831	
	IDEX		L_S_250989c4-514c-11e9-b8d0-ec23cf8de3db_IDEX_TBRX				Cash								L_S_250989c4-514c-11e9-b8d0-ec23cf8de3db_IDEX_TBRX				1.0000000000	 	USD		30200831.0000000000	US45167R1041	IDEX		0		IDEX				0	TBRX			20200831	
	VALERO ENERGY		L_S_5ad79e9c-1f2e-11e9-a2d0-b3645e528b7a_VALERO ENERGY_TBRX				Cash						0C3571_TBRX		L_S_5ad79e9c-1f2e-11e9-a2d0-b3645e528b7a_VALERO ENERGY_TBRX				1.0000000000	 	USD		30200831.0000000000	US91913Y1001	VALERO ENERGY O		0		VALERO ENERGY		20180115		0	TBRX			20200831	
	STXG18SD100		L_S_7d176a5a-5151-11e9-b8d0-ec23cf8de3db_STXG18SD100_TBRX				Cash								L_S_7d176a5a-5151-11e9-b8d0-ec23cf8de3db_STXG18SD100_TBRX				10.0000000000	 	EUR		30200831.0000000000	US26063V1180	STXG18SD100		0		STXG18SD100				0	TBRX			20200831	
	DOW		L_S_b1f81aa0-929f-11e9-b650-250734acbd40_DOW_TBRX				Cash								L_S_b1f81aa0-929f-11e9-b650-250734acbd40_DOW_TBRX				1.0000000000	 	USD		30200831.0000000000	US2605571031			0		DOW				0	TBRX			20200831	
	AEGON		L_S_ef9f6e5a-1f2a-11e9-a2d0-b3645e528b7a_AEGON_TBRX				Cash						AEGON_TBRX		L_S_ef9f6e5a-1f2a-11e9-a2d0-b3645e528b7a_AEGON_TBRX				1.0000000000	 	EUR		30200831.0000000000	NL0000303709	AEGON		0		AEGON		20100104		0	TBRX			20200831	
	SCHNEIDER		L_S_efa19ac2-1f2a-11e9-a2d0-b3645e528b7a_SCHNEIDER_TBRX				Cash						SCHNEIDER ELECTRIC_TBRX		L_S_efa19ac2-1f2a-11e9-a2d0-b3645e528b7a_SCHNEIDER_TBRX				1.0000000000	 	EUR		30200831.0000000000	FR0000121972	SCHNEIDER ELECTRIC		0		SCHNEIDER		20090629		0	TBRX			20200831	
	ARCELORMITTAL		L_S_6e4c572c-1f2b-11e9-a2d0-b3645e528b7a_ARCELORMITTAL_TBRX				Cash						ArcelorMittal S.A._TBRX		L_S_6e4c572c-1f2b-11e9-a2d0-b3645e528b7a_ARCELORMITTAL_TBRX				1.0000000000	 	EUR		30200831.0000000000	LU1598757687	ARCELORMITTAL		0		ARCELORMITTAL		20170518		0	TBRX			20200831	
	Masonite International		L_S_f49f9dd3-00a0-11ea-df70-ef7e106750b0_Masonite International_TBRX				Cash								L_S_f49f9dd3-00a0-11ea-df70-ef7e106750b0_Masonite International_TBRX				1.0000000000	 	USD		30200831.0000000000	CA5753851099			0		Masonite International				0	TBRX			20200831	
	Fortive		L_S_5a465842-1f2e-11e9-a2d0-b3645e528b7a_Fortive_TBRX				Cash						0C2155_TBRX		L_S_5a465842-1f2e-11e9-a2d0-b3645e528b7a_Fortive_TBRX				1.0000000000	 	USD		30200831.0000000000	US34959J1088	FORTIVE ORD		0		Fortive		20180118		0	TBRX			20200831	
	Beacon Roofing Supply		L_S_952b1eee-e074-11e9-1e94-e93668135196_Beacon Roofing Supply_TBRX				Cash								L_S_952b1eee-e074-11e9-1e94-e93668135196_Beacon Roofing Supply_TBRX				1.0000000000	 	USD		30200831.0000000000	US0736851090			0		Beacon Roofing Supply				0	TBRX			20200831	
	CISCO SYSTEMS USD		L_S_5aca3716-1f2e-11e9-a2d0-b3645e528b7a_CISCO SYSTEMS USD_TBRX				Cash						0B9397_TBRX		L_S_5aca3716-1f2e-11e9-a2d0-b3645e528b7a_CISCO SYSTEMS USD_TBRX				1.0000000000	 	USD		30200831.0000000000	US17275R1023	CISCO SYSTEMS O		0		CISCO SYSTEMS USD		20180115		0	TBRX			20200831	
	BAMI		L_S_ef9d1268-1f2a-11e9-a2d0-b3645e528b7a_BAMI_TBRX				Cash						BANCO BPM_TBRX		L_S_ef9d1268-1f2a-11e9-a2d0-b3645e528b7a_BAMI_TBRX				1.0000000000	 	EUR		30200831.0000000000	IT0005218380	BANCO BPM		0		BAMI		20170102		0	TBRX			20200831	
	ALLSTATE CP		L_S_5ac0c6f4-1f2e-11e9-a2d0-b3645e528b7a_ALLSTATE CP_TBRX				Cash						0C4431_TBRX		L_S_5ac0c6f4-1f2e-11e9-a2d0-b3645e528b7a_ALLSTATE CP_TBRX				1.0000000000	 	USD		30200831.0000000000	US0200021014	ALLSTATE ORD		0		ALLSTATE CP		20180118		0	TBRX			20200831	
	ORACLE CORP USD		L_S_5a96421c-1f2e-11e9-a2d0-b3645e528b7a_ORACLE CORP USD_TBRX				Cash						0B9517_TBRX		L_S_5a96421c-1f2e-11e9-a2d0-b3645e528b7a_ORACLE CORP USD_TBRX				1.0000000000	 	USD		30200831.0000000000	US68389X1054	ORACLE ORD		0		ORACLE CORP USD		20180115		0	TBRX			20200831	
	GILEAD USD		L_S_5a3ff1f0-1f2e-11e9-a2d0-b3645e528b7a_GILEAD USD_TBRX				Cash						0B6018_TBRX		L_S_5a3ff1f0-1f2e-11e9-a2d0-b3645e528b7a_GILEAD USD_TBRX				1.0000000000	 	USD		30200831.0000000000	US3755581036	GILEAD SCIENCES		0		GILEAD USD		20180115		0	TBRX			20200831	
	PERNOD		L_S_6e45b14c-1f2b-11e9-a2d0-b3645e528b7a_PERNOD_TBRX				Cash						0D3007_TBRX		L_S_6e45b14c-1f2b-11e9-a2d0-b3645e528b7a_PERNOD_TBRX				1.0000000000	 	EUR		30200831.0000000000	FR0000120693	PERNOD RICARD		0		PERNOD		20161019		0	TBRX			20200831	
	HSBC HOLDINGS		L_S_5a3eb646-1f2e-11e9-a2d0-b3645e528b7a_HSBC HLDGS.UK_TBRX				Cash						HSBC Holdings PLC_TBRX		L_S_6e47d260-1f2b-11e9-a2d0-b3645e528b7a_HSBC HOLDINGS_TBRX				1.0000000000	 	EUR		30200831.0000000000	GB0005405286	HSBC HOLDINGS		0		HSBC HLDGS.UK				0	TBRX			20200831	
	RECKITT BEN. GP		L_S_5b0dcf08-1f2e-11e9-a2d0-b3645e528b7a_RECKITT BEN. GP_TBRX				Cash						RERB._TBRX		L_S_5b0dcf08-1f2e-11e9-a2d0-b3645e528b7a_RECKITT BEN. GP_TBRX				1.0000000000	 	GBP		30200831.0000000000	GB00B24CGK77	RECKITT BEN. GP		0		RECKITT BEN. GP		20071023		0	TBRX			20200831	
	BARCLAYS		L_S_5a8ffa6a-1f2e-11e9-a2d0-b3645e528b7a_BARCLAYS_TBRX				Cash						BASDE_TBRX		L_S_5a8ffa6a-1f2e-11e9-a2d0-b3645e528b7a_BARCLAYS_TBRX				1.0000000000	 	GBP		30200831.0000000000	GB0031348658	BARCLAYS		0		BARCLAYS		20060113		0	TBRX			20200831	
	SOUTHERN		L_S_5a4a1950-1f2e-11e9-a2d0-b3645e528b7a_SOUTHERN_TBRX				Cash						0C3105_TBRX		L_S_5a4a1950-1f2e-11e9-a2d0-b3645e528b7a_SOUTHERN_TBRX				1.0000000000	 	USD		30200831.0000000000	US8425871071	SOUTHERN ORD		0		SOUTHERN		20180118		0	TBRX			20200831	
	BBVA		L_S_ef9d1e66-1f2a-11e9-a2d0-b3645e528b7a_BBVA_TBRX				Cash						BANCO BILBAO VIZCAYA ARGENTARIA_TBRX		L_S_ef9d1e66-1f2a-11e9-a2d0-b3645e528b7a_BBVA_TBRX				1.0000000000	 	EUR		30200831.0000000000	ES0113211835	BBVA		0		BBVA		20091021		0	TBRX			20200831	
	PRT		L_S_ef9f186a-1f2a-11e9-a2d0-b3645e528b7a_PRT_TBRX				Cash						ESPRINET_TBRX		L_S_ef9f186a-1f2a-11e9-a2d0-b3645e528b7a_PRT_TBRX				1.0000000000	 	EUR		30200831.0000000000	IT0003850929	ESPRINET		0		PRT		20081110		0	TBRX			20200831	
	VONOVIA		L_S_ef9f762a-1f2a-11e9-a2d0-b3645e528b7a_VONOVIA_TBRX				Cash						VONOVIA_TBRX		L_S_ef9f762a-1f2a-11e9-a2d0-b3645e528b7a_VONOVIA_TBRX				1.0000000000	 	EUR		30200831.0000000000	DE000A1ML7J1	VONOVIA		0		VONOVIA		20170707		0	TBRX			20200831	
	CATERPILLAR USD		L_S_2503660c-514c-11e9-b8d0-ec23cf8de3db_CATERPILLAR USD_TBRX				Cash								L_S_2503660c-514c-11e9-b8d0-ec23cf8de3db_CATERPILLAR USD_TBRX				1.0000000000	 	USD		30200831.0000000000	US1491231015			0		CATERPILLAR USD				0	TBRX			20200831	
	DISCOVERY INC A		L_S_5a440470-1f2e-11e9-a2d0-b3645e528b7a_DISCOVERY INC A_TBRX				Cash						0C6616_TBRX		L_S_5a440470-1f2e-11e9-a2d0-b3645e528b7a_DISCOVERY INC A_TBRX				1.0000000000	 	USD		30200831.0000000000	US25470F1049	DISCOVERY COMMU		0		DISCOVERY INC A		20180118		0	TBRX			20200831	
