ASSETCLASS_DES	NEW_MTYPE	DESCRIPTION_EXT	FI_TYPE	NUMBEROFPHASES	INSTRUMENT_FE	ASSETCLASS	NEW_MGROUP	SSL_FEID	SEC_REFERENCE	F_ISLISTED	TYPOLOGY_DES	SEC_GROUP	DESCRIPTION	COMMENT1	COMMENT0	COMMENT2	ISSUERID	TYPE_DES	FIID	SEC_TYPE	PHASE	ISIN	GROUP_DES	INSTRUMENTID_FE	MTYPE	FAMILY_DES	NEW_MFAMILY	F_LABELCHG	SSL_SNAPSHOT_DATE	TYPOLOGY	MFAMILY	SEC_CATEGORY	REF_DATE	NEW_TYPOLOGY	STRUCTID_FE	INSTRUMENTNUM_FE	MGROUP	QUANTITYFACTOR
	Warrants Call		FI_OPTION	1.0000000000	I05934		Rights	TBRX		Y		Equities	BI CW CALL FCA 15,5 E 071220						L_S_404e012e-1659-11ea-b3f0-689a4e2fd020_I05934_TBRX	Rights	0.0000000000	IT0005392961		I05934	Warrant		Equities		30200831		Equities	Warrants Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	Select Energy		Equities	TBRX		Y		Equities							L_S_addd8686-6767-11ea-2e30-ea699f430b9a_Select Energy_TBRX	Equities	0.0000000000	US81617J3014		Select Energy			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Put		FI_OPTION	1.0000000000	ROY 202112 P 20		Options	TBRX		Y		Equities	ROY 202112 P 20						O_f9e32090-1f30-11e9-a2d0-b3645e528b7a_ROY 202112 P 20 | 17 DEC 21 | P | A | 20.0000000000_TBRX	Options	0.0000000000	DE000C0K5KV2		ROY 202112 P 20 | 17 DEC 21 | P | A | 20.0000000000			Equities		30200831		Equities	Put	20200831				Put	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	TLX		Equities	TBRX		Y		Equities	TALANX						L_S_e33a3752-1f2b-11e9-a2d0-b3645e528b7a_TLX_TBRX	Equities	0.0000000000	DE000TLX1005		TLX			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Call		FI_OPTION	1.0000000000	ENEL0I6.80		Options	TBRX		Y		Equities	ENEL0I6.80						O_87a88cba-ddc9-11e9-9eb0-e7766f5ef7bc_ENEL0I6.80 | 18 SEP 20 | C | A | 6.8000000000_TBRX	Options	0.0000000000	IT0016051895		ENEL0I6.80 | 18 SEP 20 | C | A | 6.8000000000			Equities		30200831		Equities	Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	CE		Equities	TBRX		Y		Equities	CREDEM						L_S_efa2d054-1f2a-11e9-a2d0-b3645e528b7a_CE_TBRX	Equities	0.0000000000	IT0003121677		CE			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Call		FI_OPTION	1.0000000000	OESB 202012 C 120		Options	TBRX		Y		Equities	OESB 202012 C 120						O_f936cb1a-1f30-11e9-a2d0-b3645e528b7a_OESB 202012 C 120 | 18 DEC 20 | C | E | 120.0000000000_TBRX	Options	0.0000000000	DE000C8BPTR9		OESB 202012 C 120 | 18 DEC 20 | C | E | 120.0000000000			Equities		30200831		Equities	Call	20200831				Call	
	Put		FI_OPTION	1.0000000000	MIBO0V19500		Options	TBRX		Y		Equities	MIBO0V19500						O_3efd8a70-ca4e-11ea-bfb0-7047c6039bd4_MIBO0V19500 | 16 OCT 20 | P | E | 19500.0000000000_TBRX	Options	0.0000000000	IT0017263739		MIBO0V19500 | 16 OCT 20 | P | E | 19500.0000000000			Equities		30200831		Equities	Put	20200831				Put	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	GENTEX CORP		Equities	TBRX		Y		Equities	GENTEX CORP						L_S_251e1f74-514c-11e9-b8d0-ec23cf8de3db_GENTEX CORP_TBRX	Equities	0.0000000000	US3719011096		GENTEX CORP			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Warrants Call		FI_OPTION	1.0000000000	I06400		Rights	TBRX		Y		Equities	BI CW CALL BANCA MEDIOLANUM 6,2 E 071220						L_S_b3dcac46-90e6-11ea-b430-b3e2b66d25c3_I06400_TBRX	Rights	0.0000000000	IT0005409534		I06400	Warrant		Equities		30200831		Equities	Warrants Call	20200831				Call	
	Call		FI_OPTION	1.0000000000	ERG0L23		Options	TBRX		Y		Equities	ERG0L23						O_01d94a98-2554-11ea-af50-2dba816f6810_ERG0L23 | 18 DEC 20 | C | A | 23.0000000000_TBRX	Options	0.0000000000	IT0016360817		ERG0L23 | 18 DEC 20 | C | A | 23.0000000000			Equities		30200831		Equities	Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	DISH NETWORK A		Equities	TBRX		Y		Equities	DISH NETWORK CL						L_S_5b0b8e5a-1f2e-11e9-a2d0-b3645e528b7a_DISH NETWORK A_TBRX	Equities	0.0000000000	US25470M1099		DISH NETWORK A			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Warrants Call		FI_OPTION	1.0000000000	I06456		Rights	TBRX		Y		Equities	BI CW CALL FCA 10,2 E 071220						L_S_b3ab55ce-90e6-11ea-b430-b3e2b66d25c3_I06456_TBRX	Rights	0.0000000000	IT0005410102		I06456	Warrant		Equities		30200831		Equities	Warrants Call	20200831				Call	
	Call		FI_OPTION	1.0000000000	SX5E APR22 C100 BOND		Options	TBRX		Y		Equities							O_815e1f4a-62b4-11e9-b160-4ad6f9df0bf5_SX5E APR22 C100 BOND | 28 APR 22 | C | E | 3028.2100000000_TBRX	Options	0.0000000000			SX5E APR22 C100 BOND | 28 APR 22 | C | E | 3028.2100000000			Equities		30200831		Equities	Call	20200831				Call	
	Call		FI_OPTION	1.0000000000	ENI MAR22 CALL 7.99 OTC - EPSILON		Options	TBRX		N		Equities							O_bc4ebc7a-7710-11e9-9400-98972329be46_ENI MAR22 CALL 7.99 OTC - EPSILON | 14 MAR 22 | C | E | 7.9900000000_TBRX	Options	0.0000000000			ENI MAR22 CALL 7.99 OTC - EPSILON | 14 MAR 22 | C | E | 7.9900000000			Equities		30200831		Equities	Call	20200831			27161270	Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	GGTV		Equities	TBRX		Y		Equities	GIGLIO GROUP						L_S_efa119e4-1f2a-11e9-a2d0-b3645e528b7a_GGTV_TBRX	Equities	0.0000000000	IT0005122400		GGTV			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	TEREX CORP		Equities	TBRX		Y		Equities	TEREX CORP						L_S_25125c48-514c-11e9-b8d0-ec23cf8de3db_TEREX CORP_TBRX	Equities	0.0000000000	US8807791038		TEREX CORP			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Call		FI_OPTION	1.0000000000	CERT SD3E APR26 BDT C66.66 2Y		Options	TBRX		Y		Equities							O_b9c105da-7710-11e9-9400-98972329be46_CERT SD3E APR26 BDT C66.66 2Y | 26 APR 21 | C | E | 1363.5535000000_TBRX	Options	0.0000000000			CERT SD3E APR26 BDT C66.66 2Y | 26 APR 21 | C | E | 1363.5535000000			Equities		30200831		Equities	Call	20200831				Call	
	Call		FI_OPTION	1.0000000000	MIBO0L22000		Options	TBRX		Y		Equities	MIBO0L22000						O_4d1dd422-1f30-11e9-a2d0-b3645e528b7a_MIBO0L22000 | 18 DEC 20 | C | E | 22000.0000000000_TBRX	Options	0.0000000000	IT0012710072		MIBO0L22000 | 18 DEC 20 | C | E | 22000.0000000000			Equities		30200831		Equities	Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	Carrizo Oil		Equities	TBRX		Y		Equities	CARRIZO OIL AND						L_S_5ae7c5a6-1f2e-11e9-a2d0-b3645e528b7a_Carrizo Oil_TBRX	Equities	0.0000000000	US1445771033		Carrizo Oil			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Put		FI_OPTION	1.0000000000	MIBO0X18000		Options	TBRX		Y		Equities	MIBO0X18000						O_4d7be544-1f30-11e9-a2d0-b3645e528b7a_MIBO0X18000 | 18 DEC 20 | P | E | 18000.0000000000_TBRX	Options	0.0000000000	IT0012710346		MIBO0X18000 | 18 DEC 20 | P | E | 18000.0000000000			Equities		30200831		Equities	Put	20200831				Put	
	Call		FI_OPTION	1.0000000000	OPT_SX6E NOV25 CATM - 4773		Options	TBRX		Y		Equities							O_bc261634-9e9d-11ea-a0a0-6b77645bee53_OPT_SX6E NOV25 CATM - 4773 | 26 NOV 25 | C | E | 279.5300000000_TBRX	Options	0.0000000000			OPT_SX6E NOV25 CATM - 4773 | 26 NOV 25 | C | E | 279.5300000000			Equities		30200831		Equities	Call	20200831				Call	
	Call		FI_OPTION	1.0000000000	EP CED DEC25 SX5E DEC25 CALL50 4Y		Options	TBRX		Y		Equities							O_7bb36a28-62b4-11e9-b160-4ad6f9df0bf5_EP CED DEC25 SX5E DEC25 CALL50 4Y | 23 DEC 22 | C | E | 1493.2650000000_TBRX	Options	0.0000000000			EP CED DEC25 SX5E DEC25 CALL50 4Y | 23 DEC 22 | C | E | 1493.2650000000			Equities		30200831		Equities	Call	20200831				Call	
	Call		FI_OPTION	1.0000000000	MB0L10		Options	TBRX		Y		Equities	MB0L10						O_98085b28-494d-11e9-9970-3027219c6795_MB0L10 | 18 DEC 20 | C | A | 10.0000000000_TBRX	Options	0.0000000000	IT0015437517		MB0L10 | 18 DEC 20 | C | A | 10.0000000000			Equities		30200831		Equities	Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	WHITBREAD		Equities	TBRX		Y		Equities	WHITBREAD						L_S_5b0b436e-1f2e-11e9-a2d0-b3645e528b7a_WHITBREAD_TBRX	Equities	0.0000000000	GB00B1KJJ408		WHITBREAD			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	NOBLE		Equities	TBRX		Y		Equities	NOBLE ENERGY OR						L_S_5a7b70fe-1f2e-11e9-a2d0-b3645e528b7a_NOBLE_TBRX	Equities	0.0000000000	US6550441058		NOBLE			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Call		FI_OPTION	1.0000000000	SAP 202012 C 140		Options	TBRX		Y		Equities	SAP 202012 C 140						O_f9ffdec4-1f30-11e9-a2d0-b3645e528b7a_SAP 202012 C 140 | 18 DEC 20 | C | A | 140.0000000000_TBRX	Options	0.0000000000	DE000C0QQFA7		SAP 202012 C 140 | 18 DEC 20 | C | A | 140.0000000000			Equities		30200831		Equities	Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	ARCELORMITTAL		Equities	TBRX		Y		Equities	ARCELORMITTAL						L_S_6e4c572c-1f2b-11e9-a2d0-b3645e528b7a_ARCELORMITTAL_TBRX	Equities	0.0000000000	LU1598757687		ARCELORMITTAL			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	LEIDOS HLDGS INC		Equities	TBRX		Y		Equities	LEIDOS HLDGS INC						L_S_250ae634-514c-11e9-b8d0-ec23cf8de3db_LEIDOS HLDGS INC_TBRX	Equities	0.0000000000	US5253271028		LEIDOS HLDGS INC			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Call		FI_OPTION	1.0000000000	OPT_CERT SD3E APR26 BDT C66.66 6Y - 4954		Options	TBRX		Y		Equities							O_bc6377f4-9e9d-11ea-a0a0-6b77645bee53_OPT_CERT SD3E APR26 BDT C66.66 6Y - 4954 | 24 APR 25 | C | E | 1363.5535000000_TBRX	Options	0.0000000000			OPT_CERT SD3E APR26 BDT C66.66 6Y - 4954 | 24 APR 25 | C | E | 1363.5535000000			Equities		30200831		Equities	Call	20200831				Call	
	Put		FI_OPTION	1.0000000000	MIBO1X19000		Options	TBRX		Y		Equities	MIBO1X19000						O_4cfc8d26-1f30-11e9-a2d0-b3645e528b7a_MIBO1X19000 | 17 DEC 21 | P | E | 19000.0000000000_TBRX	Options	0.0000000000	IT0013502056		MIBO1X19000 | 17 DEC 21 | P | E | 19000.0000000000			Equities		30200831		Equities	Put	20200831				Put	
	Call		FI_OPTION	1.0000000000	SX6E SEP22 C141 CAP		Options	TBRX		Y		Equities							O_833ceb02-62b4-11e9-b160-4ad6f9df0bf5_SX6E SEP22 C141 CAP | 12 SEP 22 | C | E | 351.4284000000_TBRX	Options	0.0000000000			SX6E SEP22 C141 CAP | 12 SEP 22 | C | E | 351.4284000000			Equities		30200831		Equities	Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	MAISONS DU MONDE		Equities	TBRX		Y		Equities	MAISONS DU MONDE						L_S_6e4bbb0a-1f2b-11e9-a2d0-b3645e528b7a_MAISONS DU MONDE_TBRX	Equities	0.0000000000	FR0013153541		MAISONS DU MONDE			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Warrants Call		FI_OPTION	1.0000000000	I06341		Rights	TBRX		Y		Equities	BI CW CALL FTSE MIB 19000 E 180920						L_S_b3df8470-90e6-11ea-b430-b3e2b66d25c3_I06341_TBRX	Rights	0.0000000000	IT0005408940		I06341	Warrant		Equities		30200831		Equities	Warrants Call	20200831				Call	
	Call		FI_OPTION	1.0000000000	ROY 202212 C 25		Options	TBRX		Y		Equities	ROY 202212 C 25						O_faf8cae8-1f30-11e9-a2d0-b3645e528b7a_ROY 202212 C 25 | 16 DEC 22 | C | A | 25.0000000000_TBRX	Options	0.0000000000	DE000C1LTH30		ROY 202212 C 25 | 16 DEC 22 | C | A | 25.0000000000			Equities		30200831		Equities	Call	20200831				Call	
	Warrants Call		FI_OPTION	1.0000000000	I06199		Rights	TBRX		Y		Equities	BI CW CALL BANCO BPM 2,5 E 010321						L_S_d39c6cba-5211-11ea-8640-38c7f938b954_I06199_TBRX	Rights	0.0000000000	IT0005400475		I06199	Warrant		Equities		30200831		Equities	Warrants Call	20200831				Call	
	Put		FI_OPTION	1.0000000000	ENT5 202212 P 8		Options	TBRX		Y		Equities	ENT5 202212 P 8						O_f53338a0-1f30-11e9-a2d0-b3645e528b7a_ENT5 202212 P 8 | 15 DEC 22 | P | A | 8.0000000000_TBRX	Options	0.0000000000	DE000C1JQS59		ENT5 202212 P 8 | 15 DEC 22 | P | A | 8.0000000000			Equities		30200831		Equities	Put	20200831				Put	
	Call		FI_OPTION	1.0000000000	5_GAS FEB24 CALL 11.87 OTC - EPSILON		Options	TBRX		N		Equities							O_c12527f2-7710-11e9-9400-98972329be46_5_GAS FEB24 CALL 11.87 OTC - EPSILON | 12 FEB 24 | C | E | 11.8700000000_TBRX	Options	0.0000000000			5_GAS FEB24 CALL 11.87 OTC - EPSILON | 12 FEB 24 | C | E | 11.8700000000			Equities		30200831		Equities	Call	20200831			26855303	Call	
	Put		FI_OPTION	1.0000000000	BASF X52 Dec23 - OTC - STRUTT		Options	TBRX		N		Equities							O_c453213e-d51d-11e9-b240-2ee01f31be3e_BASF X52 Dec23 - OTC - STRUTT | 15 DEC 23 | P | A | 52.0000000000_TBRX	Options	0.0000000000			BASF X52 Dec23 - OTC - STRUTT | 15 DEC 23 | P | A | 52.0000000000			Equities		30200831		Equities	Put	20200831			28385936	Put	
	Call		FI_OPTION	1.0000000000	SD3E JUN19 BDT C100 BOND		Options	TBRX		Y		Equities							O_25bb8d42-9885-11e9-aad0-484e8dce6db3_SD3E JUN19 BDT C100 BOND | 24 JUN 26 | C | E | 1916.9400000000_TBRX	Options	0.0000000000			SD3E JUN19 BDT C100 BOND | 24 JUN 26 | C | E | 1916.9400000000			Equities		30200831		Equities	Call	20200831				Call	
	Put		FI_OPTION	1.0000000000	ENT5 202009 P 12		Options	TBRX		Y		Equities	ENT5 202009 P 12						O_59901b3c-db66-11e9-9740-c68cbf4148f8_ENT5 202009 P 12 | 17 SEP 20 | P | A | 12.0000000000_TBRX	Options	0.0000000000	DE000C4FHZL6		ENT5 202009 P 12 | 17 SEP 20 | P | A | 12.0000000000			Equities		30200831		Equities	Put	20200831				Put	
	Call		FI_OPTION	1.0000000000	OPT_FTMIB FEB24 C130 - 4844		Options	TBRX		Y		Equities							O_bc3c46a2-9e9d-11ea-a0a0-6b77645bee53_OPT_FTMIB FEB24 C130 - 4844 | 30 JAN 24 | C | E | 25612.0800000000_TBRX	Options	0.0000000000			OPT_FTMIB FEB24 C130 - 4844 | 30 JAN 24 | C | E | 25612.0800000000			Equities		30200831		Equities	Call	20200831				Call	
	Call		FI_OPTION	1.0000000000	UCG0I9		Options	TBRX		Y		Equities	UCG0I9						O_879c91ee-ddc9-11e9-9eb0-e7766f5ef7bc_UCG0I9 | 18 SEP 20 | C | A | 9.0000000000_TBRX	Options	0.0000000000	IT0016050996		UCG0I9 | 18 SEP 20 | C | A | 9.0000000000			Equities		30200831		Equities	Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	STRYKER		Equities	TBRX		Y		Equities	STRYKER ORD						L_S_5a45e704-1f2e-11e9-a2d0-b3645e528b7a_STRYKER_TBRX	Equities	0.0000000000	US8636671013		STRYKER			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	Shockwave Medical		Equities	TBRX		Y		Equities							L_S_058b5ef5-1cf0-11ea-460e-8c12ac19b09b_Shockwave Medical_TBRX	Equities	0.0000000000	US82489T1043		Shockwave Medical			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Call		FI_OPTION	1.0000000000	EXO0J56		Options	TBRX		Y		Equities	EXO0J56						O_46688b16-ca4e-11ea-bfb0-7047c6039bd4_EXO0J56 | 16 OCT 20 | C | A | 56.0000000000_TBRX	Options	0.0000000000	IT0017255941		EXO0J56 | 16 OCT 20 | C | A | 56.0000000000			Equities		30200831		Equities	Call	20200831				Call	
	Warrants Call		FI_OPTION	1.0000000000	I05910		Rights	TBRX		Y		Equities	BI CW CALL BMW 90 E 070920						L_S_407a8c76-1659-11ea-b3f0-689a4e2fd020_I05910_TBRX	Rights	0.0000000000	IT0005392722		I05910	Warrant		Equities		30200831		Equities	Warrants Call	20200831				Call	
	Financial Futures		FI_FUTURE	1.0000000000	FDAX 202009		Futures	TBRX		Y		Equities	FDAX 202009						L_S_4997833e-254c-11ea-af50-2dba816f6810_FDAX 202009 | SEP 20_TBRX	Futures	0.0000000000	DE000C4SA5W8		FDAX 202009 | SEP 20			Equities		30200831		Equities	Financial Futures	20200831				Future	
	Warrants Call		FI_OPTION	1.0000000000	I06484		Rights	TBRX		Y		Equities	BI CW CALL RENAULT 26 E 071220						L_S_b3da3fb0-90e6-11ea-b430-b3e2b66d25c3_I06484_TBRX	Rights	0.0000000000	IT0005410375		I06484	Warrant		Equities		30200831		Equities	Warrants Call	20200831				Call	
	Put		FI_OPTION	1.0000000000	OPT_SX6E MAR23 PATM - 4061		Options	TBRX		Y		Equities							O_bbc2e910-9e9d-11ea-a0a0-6b77645bee53_OPT_SX6E MAR23 PATM - 4061 | 29 MAR 23 | P | E | 260.2100000000_TBRX	Options	0.0000000000			OPT_SX6E MAR23 PATM - 4061 | 29 MAR 23 | P | E | 260.2100000000			Equities		30200831		Equities	Put	20200831				Put	
	Put		FI_OPTION	1.0000000000	FCA0X13		Options	TBRX		Y		Equities	FCA0X13						O_4c2d2252-1f30-11e9-a2d0-b3645e528b7a_FCA0X13 | 18 DEC 20 | P | A | 13.0000000000_TBRX	Options	0.0000000000	IT0014335829		FCA0X13 | 18 DEC 20 | P | A | 13.0000000000			Equities		30200831		Equities	Put	20200831				Put	
	Call		FI_OPTION	1.0000000000	LOR 202106 C 320		Options	TBRX		Y		Equities	LOR 202106 C 320						O_fc2d9d12-1f30-11e9-a2d0-b3645e528b7a_LOR 202106 C 320 | 18 JUN 21 | C | A | 320.0000000000_TBRX	Options	0.0000000000	DE000C2FF1G2		LOR 202106 C 320 | 18 JUN 21 | C | A | 320.0000000000			Equities		30200831		Equities	Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	PARK HOTELS RES		Equities	TBRX		Y		Equities	PARK HOTELS RES						L_S_5a392078-1f2e-11e9-a2d0-b3645e528b7a_PARK HOTELS RES_TBRX	Equities	0.0000000000	US7005171050		PARK HOTELS RES			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Financial Futures		FI_FUTURE	1.0000000000	A2SG 202112		Futures	TBRX		Y		Equities	A2SG 202112						L_S_f39a1f40-1f30-11e9-a2d0-b3645e528b7a_A2SG 202112 | DEC 21_TBRX	Futures	0.0000000000	DE000C0JK8F0		A2SG 202112 | DEC 21			Equities		30200831		Equities	Financial Futures	20200831				Future	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	VF CORP		Equities	TBRX		Y		Equities	VF ORD						L_S_5ab2a236-1f2e-11e9-a2d0-b3645e528b7a_VF CORP_TBRX	Equities	0.0000000000	US9182041080		VF CORP			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Put		FI_OPTION	1.0000000000	SX6E JUL26 P100 BOND		Options	TBRX		Y		Equities							O_a38508d2-b353-11e9-b550-9403f430e0d1_SX6E JUL26 P100 BOND | 29 JUL 26 | P | E | 323.2900000000_TBRX	Options	0.0000000000			SX6E JUL26 P100 BOND | 29 JUL 26 | P | E | 323.2900000000			Equities		30200831		Equities	Put	20200831				Put	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	Steel Dynamics		Equities	TBRX		Y		Equities							L_S_95565ad2-8387-11e9-9de0-fb7987b2f81e_Steel Dynamics_TBRX	Equities	0.0000000000	US8581191009		Steel Dynamics			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Warrants Call		FI_OPTION	1.0000000000	I05885		Rights	TBRX		Y		Equities	BI CW CALL AZIMUT 25,5 E 070920						L_S_40734a1a-1659-11ea-b3f0-689a4e2fd020_I05885_TBRX	Rights	0.0000000000	IT0005392474		I05885	Warrant		Equities		30200831		Equities	Warrants Call	20200831				Call	
	Call		FI_OPTION	1.0000000000	SD3E JAN25 C100 BOND		Options	TBRX		Y		Equities							O_79dc5642-62b4-11e9-b160-4ad6f9df0bf5_SD3E JAN25 C100 BOND | 29 JAN 25 | C | E | 2148.6800000000_TBRX	Options	0.0000000000			SD3E JAN25 C100 BOND | 29 JAN 25 | C | E | 2148.6800000000			Equities		30200831		Equities	Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	EUSKALTEL/AC 3,00		Equities	TBRX		Y		Equities	EUSKALTEL ORD						L_S_5a60cd44-1f2e-11e9-a2d0-b3645e528b7a_EUSKALTEL/AC 3,00_TBRX	Equities	0.0000000000	ES0105075008		EUSKALTEL/AC 3,00			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	AEROVIRONMENT		Equities	TBRX		Y		Equities	AEROVIRONMENT						L_S_7d302392-5151-11e9-b8d0-ec23cf8de3db_AEROVIRONMENT_TBRX	Equities	0.0000000000	US0080731088		AEROVIRONMENT			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Call		FI_OPTION	1.0000000000	OPT_EP CED FTMIB JAN25 C50 4Y - 4842		Options	TBRX		Y		Equities							O_bc411eb6-9e9d-11ea-a0a0-6b77645bee53_OPT_EP CED FTMIB JAN25 C50 4Y - 4842 | 25 JAN 23 | C | E | 9885.7750000000_TBRX	Options	0.0000000000			OPT_EP CED FTMIB JAN25 C50 4Y - 4842 | 25 JAN 23 | C | E | 9885.7750000000			Equities		30200831		Equities	Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	PKX		Equities	TBRX		Y		Equities							L_S_24ba5dd4-322a-11ea-cbd3-f569ed533d96_PKX_TBRX	Equities	0.0000000000	US6934831099		PKX			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Call		FI_OPTION	1.0000000000	SX5E OCT22 CATM		Options	TBRX		Y		Equities							O_7714b9a4-62b4-11e9-b160-4ad6f9df0bf5_SX5E OCT22 CATM | 14 OCT 22 | C | E | 3008.7200000000_TBRX	Options	0.0000000000			SX5E OCT22 CATM | 14 OCT 22 | C | E | 3008.7200000000			Equities		30200831		Equities	Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	MAP/AC 0,10		Equities	TBRX		Y		Equities	MAPFRE						L_S_5b242a6e-1f2e-11e9-a2d0-b3645e528b7a_MAP/AC 0,10_TBRX	Equities	0.0000000000	ES0124244E34		MAP/AC 0,10			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Call		FI_OPTION	1.0000000000	AGL0I5.40		Options	TBRX		Y		Equities	AGL0I5.40						O_758c83c0-5c53-11ea-a7c0-339eae0b4931_AGL0I5.40 | 18 SEP 20 | C | A | 5.4000000000_TBRX	Options	0.0000000000	IT0016591536		AGL0I5.40 | 18 SEP 20 | C | A | 5.4000000000			Equities		30200831		Equities	Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	ORACLE CORP USD		Equities	TBRX		Y		Equities	ORACLE ORD						L_S_5a96421c-1f2e-11e9-a2d0-b3645e528b7a_ORACLE CORP USD_TBRX	Equities	0.0000000000	US68389X1054		ORACLE CORP USD			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	ABN AMRO Group		Equities	TBRX		Y		Equities	ABN AMRO Group						L_S_6e4b7d84-1f2b-11e9-a2d0-b3645e528b7a_ABN AMRO Group_TBRX	Equities	0.0000000000	NL0011540547		ABN AMRO Group			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Put		FI_OPTION	1.0000000000	OESX 202012 P 3400		Options	TBRX		Y		Equities	OESX 202012 P 3400						O_f380e7b4-1f30-11e9-a2d0-b3645e528b7a_OESX 202012 P 3400 | 18 DEC 20 | P | E | 3400.0000000000_TBRX	Options	0.0000000000	DE000P0YXUY1		OESX 202012 P 3400 | 18 DEC 20 | P | E | 3400.0000000000			Equities		30200831		Equities	Put	20200831				Put	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	WSDM TRE INVST		Equities	TBRX		Y		Equities	WISDOMTREE INVE						L_S_5a4a7300-1f2e-11e9-a2d0-b3645e528b7a_WSDM TRE INVST_TBRX	Equities	0.0000000000	US97717P1049		WSDM TRE INVST			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
	Call		FI_OPTION	1.0000000000	SD3E FEB23 C100 BOND		Options	TBRX		Y		Equities							O_896f14bf-62b4-11e9-b160-4ad6f9df0bf5_SD3E FEB23 C100 BOND | 27 FEB 23 | C | E | 1933.8900000000_TBRX	Options	0.0000000000			SD3E FEB23 C100 BOND | 27 FEB 23 | C | E | 1933.8900000000			Equities		30200831		Equities	Call	20200831				Call	
	Call		FI_OPTION	1.0000000000	TRN0I6.30		Options	TBRX		Y		Equities	TRN0I6.30						O_ab44ae36-e2a7-11ea-88e0-76012705c10a_TRN0I6.30 | 18 SEP 20 | C | A | 6.3000000000_TBRX	Options	0.0000000000	IT0017315422		TRN0I6.30 | 18 SEP 20 | C | A | 6.3000000000			Equities		30200831		Equities	Call	20200831				Call	
	Call		FI_OPTION	1.0000000000	UCG0L20		Options	TBRX		Y		Equities	UCG0L20						O_4c5bc148-1f30-11e9-a2d0-b3645e528b7a_UCG0L20 | 18 DEC 20 | C | A | 20.0000000000_TBRX	Options	0.0000000000	IT0014336793		UCG0L20 | 18 DEC 20 | C | A | 20.0000000000			Equities		30200831		Equities	Call	20200831				Call	
	Common/Ordinary shares		FI_EQUITY	1.0000000000	ZIMMER HOLDINGS		Equities	TBRX		Y		Equities							L_S_36683c04-5ab8-11e9-9720-4e7c81754902_ZIMMER HOLDINGS_TBRX	Equities	0.0000000000	US98956P1021		ZIMMER HOLDINGS			Equities		30200831		Equities	Common/Ordinary shares	20200831				Spot	
